Clé de ticket;ID de ticket;Création
DUSWUSERSUPPSN1-3017;2298829;07/03/2022 17:15
DUSWUSERSUPPSN1-3016;2298789;07/03/2022 17:07
DUSWUSERSUPPSN1-3015;2298655;07/03/2022 16:18
DUSWUSERSUPPSN1-3014;2298652;07/03/2022 16:18
DUSWUSERSUPPSN1-3013;2298574;07/03/2022 15:55
DUSWUSERSUPPSN1-3012;2298471;07/03/2022 15:34
DUSWUSERSUPPSN1-3009;2298253;07/03/2022 14:50
DUSWUSERSUPPSN1-3007;2298241;07/03/2022 14:47
DUSWUSERSUPPSN1-3006;2298237;07/03/2022 14:46
DUSWUSERSUPPSN1-3005;2298057;07/03/2022 13:47
DUSWUSERSUPPSN1-3004;2297985;07/03/2022 12:51
DUSWUSERSUPPSN1-3003;2297958;07/03/2022 12:15
DUSWUSERSUPPSN1-3002;2297955;07/03/2022 12:12
DUSWUSERSUPPSN1-3001;2297850;07/03/2022 11:30
DUSWUSERSUPPSN1-3000;2296545;04/03/2022 15:45
DUSWUSERSUPPSN1-2999;2296009;04/03/2022 12:52
DUSWUSERSUPPSN1-2998;2294084;03/03/2022 10:51
DUSWUSERSUPPSN1-2997;2297537;07/03/2022 10:24
DUSWUSERSUPPSN1-2996;2297534;07/03/2022 10:23
DUSWUSERSUPPSN1-2995;2297448;07/03/2022 09:52
DUSWUSERSUPPSN1-2994;2297406;07/03/2022 09:34
DUSWUSERSUPPSN1-2989;2297084;04/03/2022 22:52
DUSWUSERSUPPSN1-2988;2297083;04/03/2022 22:51
DUSWUSERSUPPSN1-2987;2297082;04/03/2022 22:50
DUSWUSERSUPPSN1-2986;2297081;04/03/2022 22:36
DUSWUSERSUPPSN1-2985;2297023;04/03/2022 18:24
DUSWUSERSUPPSN1-2984;2296741;04/03/2022 16:31
DUSWUSERSUPPSN1-2982;2296667;04/03/2022 16:19
DUSWUSERSUPPSN1-2981;2296593;04/03/2022 16:03
DUSWUSERSUPPSN1-2980;2296562;04/03/2022 15:49
DUSWUSERSUPPSN1-2979;2296531;04/03/2022 15:41
DUSWUSERSUPPSN1-2978;2296511;04/03/2022 15:35
DUSWUSERSUPPSN1-2977;2296457;04/03/2022 15:12
DUSWUSERSUPPSN1-2976;2296229;04/03/2022 14:22
DUSWUSERSUPPSN1-2975;2296197;04/03/2022 13:59
DUSWUSERSUPPSN1-2974;2296159;04/03/2022 13:41
DUSWUSERSUPPSN1-2973;2296156;04/03/2022 13:35
DUSWUSERSUPPSN1-2972;2296144;04/03/2022 13:14
DUSWUSERSUPPSN1-2971;2295997;04/03/2022 12:44
DUSWUSERSUPPSN1-2970;2295779;04/03/2022 11:12
DUSWUSERSUPPSN1-2969;2295757;04/03/2022 11:06
DUSWUSERSUPPSN1-2968;2295534;04/03/2022 09:40
DUSWUSERSUPPSN1-2967;2295517;04/03/2022 09:34
DUSWUSERSUPPSN1-2965;2295222;03/03/2022 18:07
DUSWUSERSUPPSN1-2964;2295130;03/03/2022 17:19
DUSWUSERSUPPSN1-2963;2295078;03/03/2022 16:57
DUSWUSERSUPPSN1-2962;2295050;03/03/2022 16:45
DUSWUSERSUPPSN1-2961;2295030;03/03/2022 16:41
DUSWUSERSUPPSN1-2960;2295028;03/03/2022 16:41
DUSWUSERSUPPSN1-2959;2295021;03/03/2022 16:37
DUSWUSERSUPPSN1-2958;2294958;03/03/2022 16:11
DUSWUSERSUPPSN1-2957;2294948;03/03/2022 16:06
DUSWUSERSUPPSN1-2956;2294925;03/03/2022 15:59
DUSWUSERSUPPSN1-2955;2294907;03/03/2022 15:54
DUSWUSERSUPPSN1-2954;2294871;03/03/2022 15:46
DUSWUSERSUPPSN1-2953;2294803;03/03/2022 15:15
DUSWUSERSUPPSN1-2952;2294800;03/03/2022 15:13
DUSWUSERSUPPSN1-2951;2294670;03/03/2022 14:34
DUSWUSERSUPPSN1-2950;2294658;03/03/2022 14:29
DUSWUSERSUPPSN1-2949;2294631;03/03/2022 14:20
DUSWUSERSUPPSN1-2948;2294616;03/03/2022 14:14
DUSWUSERSUPPSN1-2947;2294615;03/03/2022 14:13
DUSWUSERSUPPSN1-2946;2294590;03/03/2022 14:04
DUSWUSERSUPPSN1-2945;2294579;03/03/2022 13:58
DUSWUSERSUPPSN1-2944;2294526;03/03/2022 12:52
DUSWUSERSUPPSN1-2943;2294510;03/03/2022 12:34
DUSWUSERSUPPSN1-2942;2294473;03/03/2022 12:10
DUSWUSERSUPPSN1-2941;2294423;03/03/2022 11:52
DUSWUSERSUPPSN1-2940;2294411;03/03/2022 11:48
DUSWUSERSUPPSN1-2939;2294390;03/03/2022 11:40
DUSWUSERSUPPSN1-2938;2294285;03/03/2022 11:20
DUSWUSERSUPPSN1-2937;2294004;03/03/2022 10:36
DUSWUSERSUPPSN1-2936;2293948;03/03/2022 10:21
DUSWUSERSUPPSN1-2935;2293914;03/03/2022 10:05
DUSWUSERSUPPSN1-2934;2293760;03/03/2022 09:15
DUSWUSERSUPPSN1-2933;2293750;03/03/2022 09:09
DUSWUSERSUPPSN1-2932;2293733;03/03/2022 08:53
DUSWUSERSUPPSN1-2931;2293508;02/03/2022 17:43
DUSWUSERSUPPSN1-2930;2293403;02/03/2022 17:04
DUSWUSERSUPPSN1-2929;2293321;02/03/2022 16:36
DUSWUSERSUPPSN1-2928;2293289;02/03/2022 16:26
DUSWUSERSUPPSN1-2927;2293250;02/03/2022 16:10
DUSWUSERSUPPSN1-2926;2293246;02/03/2022 16:08
DUSWUSERSUPPSN1-2925;2293245;02/03/2022 16:07
DUSWUSERSUPPSN1-2924;2293200;02/03/2022 15:51
DUSWUSERSUPPSN1-2923;2293146;02/03/2022 15:32
DUSWUSERSUPPSN1-2922;2292916;02/03/2022 14:23
DUSWUSERSUPPSN1-2921;2292875;02/03/2022 14:05
DUSWUSERSUPPSN1-2920;2292861;02/03/2022 13:59
DUSWUSERSUPPSN1-2919;2292857;02/03/2022 13:57
DUSWUSERSUPPSN1-2916;2292834;02/03/2022 13:25
DUSWUSERSUPPSN1-2915;2292829;02/03/2022 13:18
DUSWUSERSUPPSN1-2914;2292807;02/03/2022 12:37
DUSWUSERSUPPSN1-2913;2292777;02/03/2022 12:10
DUSWUSERSUPPSN1-2912;2292621;02/03/2022 11:15
DUSWUSERSUPPSN1-2911;2292570;02/03/2022 11:03
DUSWUSERSUPPSN1-2910;2292545;02/03/2022 10:56
DUSWUSERSUPPSN1-2909;2292469;02/03/2022 10:35
DUSWUSERSUPPSN1-2908;2292328;02/03/2022 10:04
DUSWUSERSUPPSN1-2907;2292289;02/03/2022 09:50
DUSWUSERSUPPSN1-2906;2292288;02/03/2022 09:49
DUSWUSERSUPPSN1-2905;2292185;02/03/2022 09:03
DUSWUSERSUPPSN1-2904;2292181;02/03/2022 09:00
DUSWUSERSUPPSN1-2903;2292174;02/03/2022 08:56
DUSWUSERSUPPSN1-2902;2292150;02/03/2022 08:38
DUSWUSERSUPPSN1-2901;2291804;01/03/2022 17:34
DUSWUSERSUPPSN1-2900;2291801;01/03/2022 17:33
DUSWUSERSUPPSN1-2899;2291769;01/03/2022 17:18
DUSWUSERSUPPSN1-2898;2291753;01/03/2022 17:14
DUSWUSERSUPPSN1-2897;2291749;01/03/2022 17:12
DUSWUSERSUPPSN1-2896;2291740;01/03/2022 17:09
DUSWUSERSUPPSN1-2895;2291726;01/03/2022 17:02
DUSWUSERSUPPSN1-2894;2291725;01/03/2022 17:02
DUSWUSERSUPPSN1-2893;2291719;01/03/2022 16:58
DUSWUSERSUPPSN1-2892;2291692;01/03/2022 16:49
DUSWUSERSUPPSN1-2891;2291690;01/03/2022 16:48
DUSWUSERSUPPSN1-2890;2291676;01/03/2022 16:43
DUSWUSERSUPPSN1-2889;2291597;01/03/2022 16:07
DUSWUSERSUPPSN1-2888;2291507;01/03/2022 15:36
DUSWUSERSUPPSN1-2887;2291502;01/03/2022 15:35
DUSWUSERSUPPSN1-2886;2291457;01/03/2022 15:20
DUSWUSERSUPPSN1-2885;2291416;01/03/2022 15:04
DUSWUSERSUPPSN1-2884;2291205;01/03/2022 14:13
DUSWUSERSUPPSN1-2883;2291157;01/03/2022 13:56
DUSWUSERSUPPSN1-2882;2291152;01/03/2022 13:53
DUSWUSERSUPPSN1-2881;2291145;01/03/2022 13:45
DUSWUSERSUPPSN1-2880;2291103;01/03/2022 12:38
DUSWUSERSUPPSN1-2879;2290982;01/03/2022 11:56
DUSWUSERSUPPSN1-2878;2290947;01/03/2022 11:41
DUSWUSERSUPPSN1-2877;2290943;01/03/2022 11:39
DUSWUSERSUPPSN1-2876;2290927;01/03/2022 11:32
DUSWUSERSUPPSN1-2875;2290889;01/03/2022 11:20
DUSWUSERSUPPSN1-2874;2290887;01/03/2022 11:20
DUSWUSERSUPPSN1-2873;2290877;01/03/2022 11:16
DUSWUSERSUPPSN1-2872;2290868;01/03/2022 11:14
DUSWUSERSUPPSN1-2871;2290837;01/03/2022 11:00
DUSWUSERSUPPSN1-2870;2290785;01/03/2022 10:42
DUSWUSERSUPPSN1-2869;2290775;01/03/2022 10:38
DUSWUSERSUPPSN1-2867;2290659;01/03/2022 10:07
DUSWUSERSUPPSN1-2866;2290625;01/03/2022 09:53
DUSWUSERSUPPSN1-2865;2290190;28/02/2022 17:57
DUSWUSERSUPPSN1-2864;2290181;28/02/2022 17:52
DUSWUSERSUPPSN1-2863;2290058;28/02/2022 17:18
DUSWUSERSUPPSN1-2862;2290037;28/02/2022 17:09
DUSWUSERSUPPSN1-2861;2289970;28/02/2022 16:52
DUSWUSERSUPPSN1-2860;2289966;28/02/2022 16:49
DUSWUSERSUPPSN1-2859;2289914;28/02/2022 16:31
DUSWUSERSUPPSN1-2858;2289789;28/02/2022 15:46
DUSWUSERSUPPSN1-2857;2289770;28/02/2022 15:40
DUSWUSERSUPPSN1-2856;2289671;28/02/2022 15:04
DUSWUSERSUPPSN1-2855;2289643;28/02/2022 14:56
DUSWUSERSUPPSN1-2854;2289632;28/02/2022 14:53
DUSWUSERSUPPSN1-2853;2289606;28/02/2022 14:42
DUSWUSERSUPPSN1-2852;2289594;28/02/2022 14:39
DUSWUSERSUPPSN1-2851;2289585;28/02/2022 14:35
DUSWUSERSUPPSN1-2850;2289336;28/02/2022 11:29
DUSWUSERSUPPSN1-2849;2289068;28/02/2022 09:50
DUSWUSERSUPPSN1-2848;2289046;28/02/2022 09:42
DUSWUSERSUPPSN1-2847;2288947;28/02/2022 08:42
DUSWUSERSUPPSN1-2846;2288553;25/02/2022 17:56
DUSWUSERSUPPSN1-2845;2288551;25/02/2022 17:55
DUSWUSERSUPPSN1-2844;2288514;25/02/2022 17:37
DUSWUSERSUPPSN1-2842;2288385;25/02/2022 16:28
DUSWUSERSUPPSN1-2841;2288359;25/02/2022 16:17
DUSWUSERSUPPSN1-2840;2288251;25/02/2022 15:33
DUSWUSERSUPPSN1-2839;2288239;25/02/2022 15:31
DUSWUSERSUPPSN1-2838;2288230;25/02/2022 15:29
DUSWUSERSUPPSN1-2837;2288223;25/02/2022 15:28
DUSWUSERSUPPSN1-2836;2288220;25/02/2022 15:27
DUSWUSERSUPPSN1-2835;2288047;25/02/2022 14:40
DUSWUSERSUPPSN1-2834;2288029;25/02/2022 14:34
DUSWUSERSUPPSN1-2833;2287990;25/02/2022 14:25
DUSWUSERSUPPSN1-2832;2287944;25/02/2022 14:09
DUSWUSERSUPPSN1-2831;2287881;25/02/2022 13:25
DUSWUSERSUPPSN1-2830;2287858;25/02/2022 12:31
DUSWUSERSUPPSN1-2829;2287726;25/02/2022 11:41
DUSWUSERSUPPSN1-2828;2287723;25/02/2022 11:39
DUSWUSERSUPPSN1-2827;2287681;25/02/2022 11:23
DUSWUSERSUPPSN1-2826;2287679;25/02/2022 11:22
DUSWUSERSUPPSN1-2825;2287330;25/02/2022 09:28
DUSWUSERSUPPSN1-2824;2287152;24/02/2022 19:32
DUSWUSERSUPPSN1-2823;2287123;24/02/2022 18:30
DUSWUSERSUPPSN1-2822;2287113;24/02/2022 18:20
DUSWUSERSUPPSN1-2821;2287088;24/02/2022 18:00
DUSWUSERSUPPSN1-2820;2287084;24/02/2022 17:57
DUSWUSERSUPPSN1-2819;2287077;24/02/2022 17:53
DUSWUSERSUPPSN1-2818;2287008;24/02/2022 17:17
DUSWUSERSUPPSN1-2817;2286958;24/02/2022 16:52
DUSWUSERSUPPSN1-2816;2286939;24/02/2022 16:44
DUSWUSERSUPPSN1-2815;2286915;24/02/2022 16:31
DUSWUSERSUPPSN1-2814;2286757;24/02/2022 15:41
DUSWUSERSUPPSN1-2813;2286598;24/02/2022 14:56
DUSWUSERSUPPSN1-2812;2286546;24/02/2022 14:42
DUSWUSERSUPPSN1-2811;2286464;24/02/2022 14:18
DUSWUSERSUPPSN1-2810;2286462;24/02/2022 14:18
DUSWUSERSUPPSN1-2808;2286380;24/02/2022 13:39
DUSWUSERSUPPSN1-2807;2286376;24/02/2022 13:35
DUSWUSERSUPPSN1-2806;2286278;24/02/2022 12:14
DUSWUSERSUPPSN1-2805;2286271;24/02/2022 12:12
DUSWUSERSUPPSN1-2804;2286123;24/02/2022 11:36
DUSWUSERSUPPSN1-2803;2286037;24/02/2022 11:11
DUSWUSERSUPPSN1-2802;2285999;24/02/2022 10:55
DUSWUSERSUPPSN1-2801;2285968;24/02/2022 10:45
DUSWUSERSUPPSN1-2800;2285945;24/02/2022 10:40
DUSWUSERSUPPSN1-2799;2285768;24/02/2022 09:49
DUSWUSERSUPPSN1-2798;2285722;24/02/2022 09:32
DUSWUSERSUPPSN1-2797;2285671;24/02/2022 09:12
DUSWUSERSUPPSN1-2796;2285649;24/02/2022 08:49
DUSWUSERSUPPSN1-2795;2285630;24/02/2022 08:19
DUSWUSERSUPPSN1-2794;2285449;23/02/2022 17:57
DUSWUSERSUPPSN1-2793;2285444;23/02/2022 17:54
DUSWUSERSUPPSN1-2792;2285415;23/02/2022 17:44
DUSWUSERSUPPSN1-2791;2285349;23/02/2022 17:24
DUSWUSERSUPPSN1-2790;2285112;23/02/2022 16:05
DUSWUSERSUPPSN1-2789;2285106;23/02/2022 16:04
DUSWUSERSUPPSN1-2788;2285055;23/02/2022 15:50
DUSWUSERSUPPSN1-2787;2284883;23/02/2022 15:25
DUSWUSERSUPPSN1-2786;2284861;23/02/2022 15:15
DUSWUSERSUPPSN1-2785;2284833;23/02/2022 15:03
DUSWUSERSUPPSN1-2784;2284825;23/02/2022 15:00
DUSWUSERSUPPSN1-2783;2284817;23/02/2022 14:56
DUSWUSERSUPPSN1-2782;2284765;23/02/2022 14:36
DUSWUSERSUPPSN1-2781;2284717;23/02/2022 14:21
DUSWUSERSUPPSN1-2780;2284655;23/02/2022 13:23
DUSWUSERSUPPSN1-2779;2284653;23/02/2022 13:16
DUSWUSERSUPPSN1-2778;2284422;23/02/2022 11:22
DUSWUSERSUPPSN1-2777;2284241;23/02/2022 10:22
DUSWUSERSUPPSN1-2776;2284040;23/02/2022 09:25
DUSWUSERSUPPSN1-2775;2284005;23/02/2022 09:08
DUSWUSERSUPPSN1-2774;2283992;23/02/2022 08:53
DUSWUSERSUPPSN1-2773;2283953;23/02/2022 08:19
DUSWUSERSUPPSN1-2772;2283743;22/02/2022 18:30
DUSWUSERSUPPSN1-2771;2283733;22/02/2022 18:20
DUSWUSERSUPPSN1-2770;2283687;22/02/2022 18:06
DUSWUSERSUPPSN1-2769;2283640;22/02/2022 17:45
DUSWUSERSUPPSN1-2768;2283619;22/02/2022 17:36
DUSWUSERSUPPSN1-2767;2283612;22/02/2022 17:34
DUSWUSERSUPPSN1-2766;2283583;22/02/2022 17:26
DUSWUSERSUPPSN1-2765;2283560;22/02/2022 17:19
DUSWUSERSUPPSN1-2764;2283546;22/02/2022 17:13
DUSWUSERSUPPSN1-2763;2283526;22/02/2022 17:05
DUSWUSERSUPPSN1-2762;2283481;22/02/2022 16:50
DUSWUSERSUPPSN1-2761;2283401;22/02/2022 16:34
DUSWUSERSUPPSN1-2760;2283388;22/02/2022 16:29
DUSWUSERSUPPSN1-2759;2283373;22/02/2022 16:26
DUSWUSERSUPPSN1-2758;2283359;22/02/2022 16:21
DUSWUSERSUPPSN1-2757;2283250;22/02/2022 15:50
DUSWUSERSUPPSN1-2756;2283216;22/02/2022 15:43
DUSWUSERSUPPSN1-2755;2283192;22/02/2022 15:34
DUSWUSERSUPPSN1-2754;2283175;22/02/2022 15:30
DUSWUSERSUPPSN1-2753;2283169;22/02/2022 15:28
DUSWUSERSUPPSN1-2752;2283160;22/02/2022 15:26
DUSWUSERSUPPSN1-2751;2283090;22/02/2022 15:12
DUSWUSERSUPPSN1-2750;2283069;22/02/2022 15:07
DUSWUSERSUPPSN1-2749;2283055;22/02/2022 15:02
DUSWUSERSUPPSN1-2748;2283047;22/02/2022 15:00
DUSWUSERSUPPSN1-2747;2282980;22/02/2022 14:40
DUSWUSERSUPPSN1-2746;2282916;22/02/2022 14:25
DUSWUSERSUPPSN1-2745;2282849;22/02/2022 13:52
DUSWUSERSUPPSN1-2744;2282782;22/02/2022 12:32
DUSWUSERSUPPSN1-2743;2282602;22/02/2022 11:47
DUSWUSERSUPPSN1-2742;2282591;22/02/2022 11:45
DUSWUSERSUPPSN1-2741;2282568;22/02/2022 11:38
DUSWUSERSUPPSN1-2740;2282557;22/02/2022 11:34
DUSWUSERSUPPSN1-2738;2282503;22/02/2022 11:21
DUSWUSERSUPPSN1-2737;2282498;22/02/2022 11:20
DUSWUSERSUPPSN1-2736;2282426;22/02/2022 10:56
DUSWUSERSUPPSN1-2735;2282417;22/02/2022 10:55
DUSWUSERSUPPSN1-2734;2282043;22/02/2022 09:26
DUSWUSERSUPPSN1-2733;2281974;22/02/2022 08:52
DUSWUSERSUPPSN1-2732;2281934;22/02/2022 08:25
DUSWUSERSUPPSN1-2731;2281801;21/02/2022 20:06
DUSWUSERSUPPSN1-2730;2281651;21/02/2022 18:03
DUSWUSERSUPPSN1-2729;2281633;21/02/2022 17:51
DUSWUSERSUPPSN1-2728;2281453;21/02/2022 17:01
DUSWUSERSUPPSN1-2727;2281436;21/02/2022 16:54
DUSWUSERSUPPSN1-2726;2281232;21/02/2022 16:01
DUSWUSERSUPPSN1-2725;2281220;21/02/2022 15:57
DUSWUSERSUPPSN1-2724;2280927;21/02/2022 15:09
DUSWUSERSUPPSN1-2723;2280576;21/02/2022 13:53
DUSWUSERSUPPSN1-2722;2280557;21/02/2022 13:38
DUSWUSERSUPPSN1-2721;2280330;21/02/2022 11:51
DUSWUSERSUPPSN1-2720;2280207;21/02/2022 11:22
DUSWUSERSUPPSN1-2719;2280149;21/02/2022 11:06
DUSWUSERSUPPSN1-2718;2280145;21/02/2022 11:06
DUSWUSERSUPPSN1-2717;2280119;21/02/2022 11:00
DUSWUSERSUPPSN1-2716;2280054;21/02/2022 10:49
DUSWUSERSUPPSN1-2715;2280024;21/02/2022 10:45
DUSWUSERSUPPSN1-2714;2280011;21/02/2022 10:43
DUSWUSERSUPPSN1-2713;2279107;21/02/2022 08:56
DUSWUSERSUPPSN1-2712;2278330;18/02/2022 17:52
DUSWUSERSUPPSN1-2711;2278327;18/02/2022 17:51
DUSWUSERSUPPSN1-2710;2278034;18/02/2022 16:03
DUSWUSERSUPPSN1-2709;2277891;18/02/2022 15:19
DUSWUSERSUPPSN1-2708;2277885;18/02/2022 15:18
DUSWUSERSUPPSN1-2707;2277752;18/02/2022 14:30
DUSWUSERSUPPSN1-2706;2277704;18/02/2022 14:06
DUSWUSERSUPPSN1-2705;2277680;18/02/2022 13:45
DUSWUSERSUPPSN1-2704;2277586;18/02/2022 12:15
DUSWUSERSUPPSN1-2703;2277531;18/02/2022 11:56
DUSWUSERSUPPSN1-2702;2277440;18/02/2022 11:19
DUSWUSERSUPPSN1-2701;2277415;18/02/2022 11:09
DUSWUSERSUPPSN1-2700;2277389;18/02/2022 10:58
DUSWUSERSUPPSN1-2699;2277347;18/02/2022 10:44
DUSWUSERSUPPSN1-2698;2277314;18/02/2022 10:35
DUSWUSERSUPPSN1-2697;2277219;18/02/2022 09:56
DUSWUSERSUPPSN1-2696;2277209;18/02/2022 09:54
DUSWUSERSUPPSN1-2695;2277174;18/02/2022 09:44
DUSWUSERSUPPSN1-2694;2277158;18/02/2022 09:41
DUSWUSERSUPPSN1-2693;2277050;18/02/2022 09:01
DUSWUSERSUPPSN1-2692;2277039;18/02/2022 08:50
DUSWUSERSUPPSN1-2691;2277024;18/02/2022 08:36
DUSWUSERSUPPSN1-2690;2277019;18/02/2022 08:31
DUSWUSERSUPPSN1-2689;2276874;17/02/2022 18:20
DUSWUSERSUPPSN1-2688;2276843;17/02/2022 18:05
DUSWUSERSUPPSN1-2687;2276708;17/02/2022 17:11
DUSWUSERSUPPSN1-2686;2276675;17/02/2022 17:02
DUSWUSERSUPPSN1-2685;2276648;17/02/2022 16:57
DUSWUSERSUPPSN1-2684;2276640;17/02/2022 16:55
DUSWUSERSUPPSN1-2683;2276522;17/02/2022 16:31
DUSWUSERSUPPSN1-2682;2276517;17/02/2022 16:30
DUSWUSERSUPPSN1-2681;2276475;17/02/2022 16:21
DUSWUSERSUPPSN1-2680;2276447;17/02/2022 16:16
DUSWUSERSUPPSN1-2679;2276396;17/02/2022 16:05
DUSWUSERSUPPSN1-2678;2276376;17/02/2022 16:01
DUSWUSERSUPPSN1-2677;2276337;17/02/2022 15:53
DUSWUSERSUPPSN1-2676;2276200;17/02/2022 15:11
DUSWUSERSUPPSN1-2675;2276157;17/02/2022 14:56
DUSWUSERSUPPSN1-2674;2275972;17/02/2022 13:59
DUSWUSERSUPPSN1-2673;2275955;17/02/2022 13:48
DUSWUSERSUPPSN1-2672;2275850;17/02/2022 12:28
DUSWUSERSUPPSN1-2671;2275834;17/02/2022 12:23
DUSWUSERSUPPSN1-2669;2275811;17/02/2022 12:13
DUSWUSERSUPPSN1-2668;2275796;17/02/2022 12:06
DUSWUSERSUPPSN1-2667;2275591;17/02/2022 11:22
DUSWUSERSUPPSN1-2666;2275508;17/02/2022 11:06
DUSWUSERSUPPSN1-2665;2275459;17/02/2022 10:55
DUSWUSERSUPPSN1-2664;2275010;17/02/2022 08:12
DUSWUSERSUPPSN1-2663;2274769;16/02/2022 18:11
DUSWUSERSUPPSN1-2662;2274604;16/02/2022 17:41
DUSWUSERSUPPSN1-2661;2274560;16/02/2022 17:26
DUSWUSERSUPPSN1-2660;2274557;16/02/2022 17:25
DUSWUSERSUPPSN1-2659;2274467;16/02/2022 16:55
DUSWUSERSUPPSN1-2658;2274411;16/02/2022 16:37
DUSWUSERSUPPSN1-2657;2274360;16/02/2022 16:27
DUSWUSERSUPPSN1-2656;2274284;16/02/2022 16:10
DUSWUSERSUPPSN1-2655;2274226;16/02/2022 15:58
DUSWUSERSUPPSN1-2654;2273931;16/02/2022 14:57
DUSWUSERSUPPSN1-2653;2273740;16/02/2022 13:20
DUSWUSERSUPPSN1-2652;2273732;16/02/2022 13:12
DUSWUSERSUPPSN1-2651;2273723;16/02/2022 12:59
DUSWUSERSUPPSN1-2650;2273697;16/02/2022 12:28
DUSWUSERSUPPSN1-2649;2273520;16/02/2022 11:34
DUSWUSERSUPPSN1-2648;2273447;16/02/2022 11:13
DUSWUSERSUPPSN1-2646;2273401;16/02/2022 10:53
DUSWUSERSUPPSN1-2645;2273267;16/02/2022 10:16
DUSWUSERSUPPSN1-2644;2273173;16/02/2022 09:46
DUSWUSERSUPPSN1-2643;2273111;16/02/2022 09:16
DUSWUSERSUPPSN1-2642;2273012;16/02/2022 08:23
DUSWUSERSUPPSN1-2641;2272826;15/02/2022 18:03
DUSWUSERSUPPSN1-2640;2272788;15/02/2022 17:44
DUSWUSERSUPPSN1-2639;2272779;15/02/2022 17:42
DUSWUSERSUPPSN1-2638;2272767;15/02/2022 17:38
DUSWUSERSUPPSN1-2637;2272561;15/02/2022 16:45
DUSWUSERSUPPSN1-2636;2272443;15/02/2022 16:09
DUSWUSERSUPPSN1-2635;2272369;15/02/2022 15:51
DUSWUSERSUPPSN1-2634;2272326;15/02/2022 15:37
DUSWUSERSUPPSN1-2633;2272310;15/02/2022 15:31
DUSWUSERSUPPSN1-2632;2272241;15/02/2022 15:12
DUSWUSERSUPPSN1-2631;2272136;15/02/2022 14:52
DUSWUSERSUPPSN1-2630;2272059;15/02/2022 14:26
DUSWUSERSUPPSN1-2629;2271971;15/02/2022 13:41
DUSWUSERSUPPSN1-2628;2271838;15/02/2022 11:57
DUSWUSERSUPPSN1-2627;2271837;15/02/2022 11:57
DUSWUSERSUPPSN1-2626;2271755;15/02/2022 11:31
DUSWUSERSUPPSN1-2625;2271676;15/02/2022 11:07
DUSWUSERSUPPSN1-2624;2271634;15/02/2022 10:53
DUSWUSERSUPPSN1-2623;2271632;15/02/2022 10:53
DUSWUSERSUPPSN1-2622;2271600;15/02/2022 10:40
DUSWUSERSUPPSN1-2621;2271470;15/02/2022 09:52
DUSWUSERSUPPSN1-2620;2271313;15/02/2022 08:14
DUSWUSERSUPPSN1-2619;2271180;14/02/2022 17:38
DUSWUSERSUPPSN1-2618;2271063;14/02/2022 16:51
DUSWUSERSUPPSN1-2617;2270988;14/02/2022 16:30
DUSWUSERSUPPSN1-2616;2270970;14/02/2022 16:24
DUSWUSERSUPPSN1-2615;2270797;14/02/2022 15:39
DUSWUSERSUPPSN1-2614;2270723;14/02/2022 15:21
DUSWUSERSUPPSN1-2613;2270715;14/02/2022 15:19
DUSWUSERSUPPSN1-2612;2270668;14/02/2022 15:10
DUSWUSERSUPPSN1-2611;2270418;14/02/2022 13:52
DUSWUSERSUPPSN1-2610;2270390;14/02/2022 13:25
DUSWUSERSUPPSN1-2609;2270387;14/02/2022 13:23
DUSWUSERSUPPSN1-2608;2270296;14/02/2022 12:13
DUSWUSERSUPPSN1-2607;2270217;14/02/2022 11:51
DUSWUSERSUPPSN1-2606;2270209;14/02/2022 11:50
DUSWUSERSUPPSN1-2605;2270175;14/02/2022 11:40
DUSWUSERSUPPSN1-2604;2270087;14/02/2022 11:15
DUSWUSERSUPPSN1-2603;2269961;14/02/2022 10:38
DUSWUSERSUPPSN1-2602;2269718;14/02/2022 09:21
DUSWUSERSUPPSN1-2601;2269705;14/02/2022 09:16
DUSWUSERSUPPSN1-2600;2269618;14/02/2022 08:20
DUSWUSERSUPPSN1-2599;2269613;14/02/2022 08:07
DUSWUSERSUPPSN1-2597;2269419;13/02/2022 00:40
DUSWUSERSUPPSN1-2595;2269415;13/02/2022 00:07
DUSWUSERSUPPSN1-2594;2269338;12/02/2022 01:24
DUSWUSERSUPPSN1-2593;2269334;12/02/2022 00:59
DUSWUSERSUPPSN1-2592;2269330;12/02/2022 00:49
DUSWUSERSUPPSN1-2591;2269314;11/02/2022 20:48
DUSWUSERSUPPSN1-2590;2269106;11/02/2022 17:10
DUSWUSERSUPPSN1-2589;2269031;11/02/2022 16:37
DUSWUSERSUPPSN1-2588;2268904;11/02/2022 15:44
DUSWUSERSUPPSN1-2587;2268884;11/02/2022 15:35
DUSWUSERSUPPSN1-2586;2268841;11/02/2022 15:19
DUSWUSERSUPPSN1-2585;2268826;11/02/2022 15:08
DUSWUSERSUPPSN1-2584;2268616;11/02/2022 13:25
DUSWUSERSUPPSN1-2583;2268577;11/02/2022 12:22
DUSWUSERSUPPSN1-2582;2268566;11/02/2022 12:15
DUSWUSERSUPPSN1-2581;2268556;11/02/2022 12:10
DUSWUSERSUPPSN1-2580;2268542;11/02/2022 12:00
DUSWUSERSUPPSN1-2579;2268483;11/02/2022 11:36
DUSWUSERSUPPSN1-2578;2268482;11/02/2022 11:35
DUSWUSERSUPPSN1-2577;2268481;11/02/2022 11:35
DUSWUSERSUPPSN1-2576;2268364;11/02/2022 11:00
